NAME,median_income_owner,median_income_renter,median_rent,zip_code,ideal_rent,affordability_delta
ZCTA5 44122,129093,61386,1486,44122,1534.65,48.65
ZCTA5 44123,59701,43676,982,44123,1091.9,109.9
ZCTA5 44124,98756,47957,1115,44124,1198.92,83.92
ZCTA5 44125,70146,28982,1072,44125,724.55,-347.45
ZCTA5 44126,99157,46850,946,44126,1171.25,225.25
ZCTA5 44127,44919,19422,659,44127,485.55,-173.45
ZCTA5 44128,52553,34454,934,44128,861.35,-72.65
ZCTA5 44129,77506,50215,957,44129,1255.37,298.37
ZCTA5 44130,79640,43750,978,44130,1093.75,115.75
ZCTA5 44131,96130,63056,1375,44131,1576.4,201.4
ZCTA5 44132,60441,32351,953,44132,808.78,-144.23
ZCTA5 44133,97748,46786,1016,44133,1169.65,153.65
ZCTA5 44134,73526,48336,1070,44134,1208.4,138.4
ZCTA5 44135,60090,29682,834,44135,742.05,-91.95
ZCTA5 44136,114968,55217,1196,44136,1380.42,184.42
ZCTA5 44137,55431,36157,1208,44137,903.92,-304.07
ZCTA5 44138,103683,63667,1171,44138,1591.68,420.67
ZCTA5 44139,139005,56979,1340,44139,1424.48,84.47
ZCTA5 44140,124940,28654,1125,44140,716.35,-408.65
ZCTA5 44141,129630,65927,1438,44141,1648.18,210.17
ZCTA5 44142,70716,45536,1038,44142,1138.4,100.4
ZCTA5 44143,91049,37676,876,44143,941.9,65.9
ZCTA5 44144,63735,42559,897,44144,1063.97,166.97
ZCTA5 44145,120856,60489,1387,44145,1512.22,125.22
ZCTA5 44146,67052,41115,949,44146,1027.88,78.88
ZCTA5 44147,109929,64663,1038,44147,1616.57,578.57
ZCTA5 44149,118546,46328,1127,44149,1158.2,31.2
ZCTA5 44201,81403,56250,1058,44201,1406.25,348.25
ZCTA5 44202,133192,66058,1683,44202,1651.45,-31.55
ZCTA5 44203,70923,32476,811,44203,811.9,0.9
ZCTA5 44212,99054,50580,1112,44212,1264.5,152.5
ZCTA5 44215,81923,50859,993,44215,1271.47,278.47
ZCTA5 44216,98052,47899,860,44216,1197.47,337.47
ZCTA5 44217,65577,36528,841,44217,913.2,72.2
ZCTA5 44221,77952,45845,981,44221,1146.12,165.12
ZCTA5 44223,93770,43245,962,44223,1081.12,119.12
ZCTA5 44224,106899,50221,1126,44224,1255.52,129.52
ZCTA5 44230,81565,39767,746,44230,994.18,248.17
ZCTA5 44231,87005,34286,837,44231,857.15,20.15
ZCTA5 44233,134518,40911,926,44233,1022.78,96.77
ZCTA5 44234,79769,59792,865,44234,1494.8,629.8
ZCTA5 44235,71371,66607,955,44235,1665.18,710.18
ZCTA5 44236,168333,71395,2084,44236,1784.87,-299.13
ZCTA5 44240,94275,24857,923,44240,621.42,-301.58
ZCTA5 44241,84817,53270,1245,44241,1331.75,86.75
ZCTA5 44250,62125,48781,923,44250,1219.53,296.53
ZCTA5 44251,118333,132798,1631,44251,3319.95,1688.95
ZCTA5 44254,73547,45313,879,44254,1132.82,253.83
ZCTA5 44255,83580,30000,866,44255,750.0,-116.0
ZCTA5 44256,113609,52315,1085,44256,1307.87,222.87
ZCTA5 44260,77929,57500,954,44260,1437.5,483.5
ZCTA5 44264,117188,77500,1081,44264,1937.5,856.5
ZCTA5 44266,77422,29746,917,44266,743.65,-173.35
ZCTA5 44270,79006,33198,752,44270,829.95,77.95
ZCTA5 44272,96358,44712,906,44272,1117.8,211.8
ZCTA5 44273,90746,43654,930,44273,1091.35,161.35
ZCTA5 44275,97813,61964,1118,44275,1549.1,431.1
ZCTA5 44276,79236,49583,765,44276,1239.58,474.58
ZCTA5 44278,92387,44227,964,44278,1105.68,141.67
ZCTA5 44280,116442,155945,1754,44280,3898.62,2144.62
ZCTA5 44281,103944,49215,974,44281,1230.38,256.38
ZCTA5 44286,124597,52222,1310,44286,1305.55,-4.45
ZCTA5 44287,80186,36688,737,44287,917.2,180.2
ZCTA5 44288,67406,26563,960,44288,664.08,-295.92
ZCTA5 44301,54549,45938,988,44301,1148.45,160.45
ZCTA5 44302,55994,20115,716,44302,502.88,-213.12
ZCTA5 44303,98110,36496,864,44303,912.4,48.4
ZCTA5 44304,-666666666,31293,885,44304,782.32,-102.68
ZCTA5 44305,59039,38732,931,44305,968.3,37.3
ZCTA5 44306,53009,29307,898,44306,732.68,-165.33
ZCTA5 44307,42917,16807,806,44307,420.17,-385.83
ZCTA5 44308,250001,15525,708,44308,388.12,-319.88
ZCTA5 44310,53457,31767,871,44310,794.18,-76.83
ZCTA5 44311,52174,20850,734,44311,521.25,-212.75
ZCTA5 44312,70410,41926,960,44312,1048.15,88.15
ZCTA5 44313,93881,49989,986,44313,1249.72,263.72
ZCTA5 44314,54476,36424,885,44314,910.6,25.6
ZCTA5 44319,88203,50000,1020,44319,1250.0,230.0
ZCTA5 44320,58766,22888,862,44320,572.2,-289.8
ZCTA5 44321,137371,77027,1332,44321,1925.68,593.67
ZCTA5 44333,125169,59417,1015,44333,1485.42,470.42
ZCTA5 44401,76469,45536,684,44401,1138.4,454.4
ZCTA5 44402,77027,57083,597,44402,1427.08,830.08
ZCTA5 44403,58937,58545,645,44403,1463.62,818.62
ZCTA5 44404,45089,33214,608,44404,830.35,222.35
ZCTA5 44405,54375,27943,709,44405,698.58,-10.42
ZCTA5 44406,103310,47050,779,44406,1176.25,397.25
ZCTA5 44408,86747,35148,664,44408,878.7,214.7
ZCTA5 44410,75822,31085,719,44410,777.12,58.12
ZCTA5 44411,80721,51250,1058,44411,1281.25,223.25
ZCTA5 44413,60589,41215,769,44413,1030.38,261.38
ZCTA5 44420,64814,33125,752,44420,828.12,76.12
ZCTA5 44423,63565,42309,971,44423,1057.72,86.72
ZCTA5 44425,70817,32500,775,44425,812.5,37.5
ZCTA5 44427,47679,38625,822,44427,965.62,143.62
ZCTA5 44429,77215,46397,825,44429,1159.92,334.92
ZCTA5 44430,61141,21909,647,44430,547.72,-99.27
ZCTA5 44431,69974,53625,803,44431,1340.62,537.62
ZCTA5 44432,70469,28777,729,44432,719.42,-9.57
ZCTA5 44436,80335,28250,631,44436,706.25,75.25
ZCTA5 44437,75450,50000,760,44437,1250.0,490.0
ZCTA5 44438,45986,29379,747,44438,734.48,-12.52
ZCTA5 44439,73194,35000,765,44439,875.0,110.0
ZCTA5 44440,75568,31540,689,44440,788.5,99.5
ZCTA5 44442,64129,29000,640,44442,725.0,85.0
ZCTA5 44444,66071,23590,700,44444,589.75,-110.25
ZCTA5 44445,102905,49583,835,44445,1239.58,404.58
ZCTA5 44446,62989,30085,751,44446,752.12,1.12
ZCTA5 44449,83603,33125,721,44449,828.12,107.12
ZCTA5 44451,78214,21612,682,44451,540.3,-141.7
ZCTA5 44455,94414,23795,628,44455,594.88,-33.12
ZCTA5 44460,68899,35736,761,44460,893.4,132.4
ZCTA5 44470,73984,29071,563,44470,726.78,163.77
ZCTA5 44471,60662,36678,830,44471,916.95,86.95
ZCTA5 44473,70040,78942,941,44473,1973.55,1032.55
ZCTA5 44481,62749,41471,681,44481,1036.77,355.77
ZCTA5 44483,57688,24387,765,44483,609.67,-155.33
ZCTA5 44484,77014,38172,856,44484,954.3,98.3
ZCTA5 44485,37285,22527,748,44485,563.17,-184.83
ZCTA5 44490,55938,29500,761,44490,737.5,-23.5
ZCTA5 44491,63798,51875,789,44491,1296.88,507.88
ZCTA5 44502,40518,25886,869,44502,647.15,-221.85
ZCTA5 44503,-666666666,10850,360,44503,271.25,-88.75
ZCTA5 44504,59265,33250,715,44504,831.25,116.25
ZCTA5 44505,55117,21123,647,44505,528.07,-118.93
ZCTA5 44506,36678,22010,654,44506,550.25,-103.75
ZCTA5 44507,43500,19505,751,44507,487.62,-263.38
ZCTA5 44509,50000,22175,715,44509,554.38,-160.62
ZCTA5 44510,21831,15959,534,44510,398.98,-135.02
ZCTA5 44511,58765,27452,748,44511,686.3,-61.7
ZCTA5 44512,80508,37563,765,44512,939.08,174.07
ZCTA5 44514,88277,38178,855,44514,954.45,99.45
ZCTA5 44515,67734,36145,752,44515,903.62,151.62
ZCTA5 44601,69231,36789,779,44601,919.72,140.73
ZCTA5 44606,72200,64000,665,44606,1600.0,935.0
ZCTA5 44609,54848,54531,701,44609,1363.28,662.27
ZCTA5 44612,99896,42328,748,44612,1058.2,310.2
ZCTA5 44613,70625,36188,860,44613,904.7,44.7
ZCTA5 44614,92356,31429,882,44614,785.72,-96.27
ZCTA5 44615,66917,20525,700,44615,513.12,-186.88
ZCTA5 44618,76875,42500,783,44618,1062.5,279.5
ZCTA5 44620,87604,36578,835,44620,914.45,79.45
ZCTA5 44621,64474,47287,813,44621,1182.18,369.17
ZCTA5 44622,87786,45498,945,44622,1137.45,192.45
ZCTA5 44624,117749,76919,597,44624,1922.98,1325.98
ZCTA5 44625,71186,82794,629,44625,2069.85,1440.85
ZCTA5 44626,88200,52024,950,44626,1300.6,350.6
ZCTA5 44627,97092,50938,781,44627,1273.45,492.45
ZCTA5 44628,93000,27240,783,44628,681.0,-102.0
ZCTA5 44632,105110,34684,897,44632,867.1,-29.9
ZCTA5 44633,71975,57188,764,44633,1429.7,665.7
ZCTA5 44634,66886,50179,685,44634,1254.47,569.47
ZCTA5 44637,56250,39861,790,44637,996.52,206.52
ZCTA5 44641,88096,43281,826,44641,1082.02,256.02
ZCTA5 44643,72262,37733,849,44643,943.32,94.32
ZCTA5 44644,69073,27760,752,44644,694.0,-58.0
ZCTA5 44645,83148,69688,900,44645,1742.2,842.2
ZCTA5 44646,85161,36869,819,44646,921.72,102.72
ZCTA5 44647,70020,48428,919,44647,1210.7,291.7
ZCTA5 44652,92885,31696,839,44652,792.4,-46.6
ZCTA5 44653,64531,49375,964,44653,1234.37,270.37
ZCTA5 44654,88627,34844,731,44654,871.1,140.1
ZCTA5 44656,76125,23355,701,44656,583.88,-117.12
ZCTA5 44657,75774,38194,763,44657,954.85,191.85
ZCTA5 44661,49375,41534,783,44661,1038.35,255.35
ZCTA5 44662,73750,36464,793,44662,911.6,118.6
ZCTA5 44663,72365,32947,826,44663,823.68,-2.32
ZCTA5 44666,100875,52391,834,44666,1309.78,475.78
ZCTA5 44667,83689,46490,833,44667,1162.25,329.25
ZCTA5 44669,108375,76021,786,44669,1900.52,1114.52
ZCTA5 44672,53065,39728,1085,44672,993.2,-91.8
ZCTA5 44675,81919,84698,1072,44675,2117.45,1045.45
ZCTA5 44676,78832,38333,752,44676,958.32,206.32
ZCTA5 44677,75288,33583,855,44677,839.58,-15.42
ZCTA5 44680,82639,36420,799,44680,910.5,111.5
ZCTA5 44681,90329,43750,838,44681,1093.75,255.75
ZCTA5 44682,91023,41250,831,44682,1031.25,200.25
ZCTA5 44683,68278,32471,823,44683,811.78,-11.23
ZCTA5 44685,107813,62453,1159,44685,1561.32,402.33
ZCTA5 44688,58388,33875,798,44688,846.87,48.87
ZCTA5 44689,90694,30313,880,44689,757.82,-122.17
ZCTA5 44691,82035,41402,860,44691,1035.05,175.05
ZCTA5 44702,-666666666,13066,348,44702,326.65,-21.35
ZCTA5 44703,47551,26443,792,44703,661.08,-130.92
ZCTA5 44704,34167,23452,774,44704,586.3,-187.7
ZCTA5 44705,45583,31016,828,44705,775.4,-52.6
ZCTA5 44706,64457,29816,869,44706,745.4,-123.6
ZCTA5 44707,62783,25105,586,44707,627.62,41.62
ZCTA5 44708,71394,35241,910,44708,881.02,-28.98
ZCTA5 44709,71423,31691,793,44709,792.28,-0.73
ZCTA5 44710,55526,33333,868,44710,833.32,-34.68
ZCTA5 44714,64776,35389,841,44714,884.72,43.73
ZCTA5 44718,114560,46611,851,44718,1165.27,314.27
ZCTA5 44720,100340,48528,933,44720,1213.2,280.2
ZCTA5 44721,93835,47500,849,44721,1187.5,338.5
ZCTA5 44730,75183,30698,828,44730,767.45,-60.55
ZCTA5 44804,90889,44453,792,44804,1111.32,319.32
ZCTA5 44805,71130,35702,817,44805,892.55,75.55
ZCTA5 44807,72736,23438,542,44807,585.95,43.95
ZCTA5 44811,79739,33115,765,44811,827.88,62.88
ZCTA5 44813,82736,41763,798,44813,1044.08,246.08
ZCTA5 44814,63417,103276,868,44814,2581.9,1713.9
ZCTA5 44817,81224,48194,920,44817,1204.85,284.85
ZCTA5 44818,69457,62411,701,44818,1560.28,859.28
ZCTA5 44820,65400,31864,721,44820,796.6,75.6
ZCTA5 44822,76875,56354,859,44822,1408.85,549.85
ZCTA5 44824,85000,37697,705,44824,942.42,237.42
ZCTA5 44826,66705,72279,933,44826,1806.98,873.97
ZCTA5 44827,66496,25769,716,44827,644.22,-71.78
ZCTA5 44828,-666666666,22153,1035,44828,553.82,-481.18
ZCTA5 44830,71409,31458,734,44830,786.45,52.45
ZCTA5 44833,66128,37396,782,44833,934.9,152.9
ZCTA5 44836,73203,62596,871,44836,1564.9,693.9
ZCTA5 44837,74518,46071,783,44837,1151.77,368.77
ZCTA5 44838,76250,50000,800,44838,1250.0,450.0
ZCTA5 44839,84114,43393,831,44839,1084.82,253.83
ZCTA5 44840,87045,53080,928,44840,1327.0,399.0
ZCTA5 44841,80417,50882,735,44841,1272.05,537.05
ZCTA5 44842,71662,34692,648,44842,867.3,219.3
ZCTA5 44843,86509,54643,712,44843,1366.07,654.07
ZCTA5 44847,83438,55455,994,44847,1386.38,392.38
ZCTA5 44849,70438,52917,917,44849,1322.92,405.92
ZCTA5 44851,71080,29840,830,44851,746.0,-84.0
ZCTA5 44853,83333,82632,563,44853,2065.8,1502.8
ZCTA5 44854,57344,52235,887,44854,1305.88,418.88
ZCTA5 44856,24205,30625,725,44856,765.62,40.62
ZCTA5 44857,75961,38638,773,44857,965.95,192.95
ZCTA5 44864,61522,45481,833,44864,1137.03,304.03
ZCTA5 44865,93015,39688,834,44865,992.2,158.2
ZCTA5 44866,66964,26083,682,44866,652.08,-29.92
ZCTA5 44867,77009,16532,1008,44867,413.3,-594.7
ZCTA5 44870,73761,35591,873,44870,889.78,16.77
ZCTA5 44875,70800,42991,726,44875,1074.78,348.78
ZCTA5 44878,74297,101000,930,44878,2525.0,1595.0
ZCTA5 44882,80581,76250,755,44882,1906.25,1151.25
ZCTA5 44883,70061,37904,799,44883,947.6,148.6
ZCTA5 44887,79063,113024,1064,44887,2825.6,1761.6
ZCTA5 44889,96989,36350,948,44889,908.75,-39.25
ZCTA5 44890,84588,36442,817,44890,911.05,94.05
ZCTA5 44902,48750,22627,776,44902,565.67,-210.33
ZCTA5 44903,78746,24761,784,44903,619.02,-164.98
ZCTA5 44904,79254,41719,734,44904,1042.97,308.97
ZCTA5 44905,56431,43947,840,44905,1098.68,258.67
ZCTA5 44906,59343,32976,780,44906,824.4,44.4
ZCTA5 44907,58851,29872,749,44907,746.8,-2.2
ZCTA5 45001,66071,41711,774,45001,1042.77,268.77
ZCTA5 45002,110762,52679,987,45002,1316.98,329.98
ZCTA5 45005,87455,39306,953,45005,982.65,29.65
ZCTA5 45011,105750,42040,965,45011,1051.0,86.0
ZCTA5 45013,78457,45176,965,45013,1129.4,164.4
ZCTA5 45014,90007,44233,1095,45014,1105.82,10.83
ZCTA5 45015,49945,45423,1066,45015,1135.58,69.58
ZCTA5 45030,101263,74664,1099,45030,1866.6,767.6
ZCTA5 45032,88438,55278,891,45032,1381.95,490.95
ZCTA5 45036,115514,48140,1022,45036,1203.5,181.5
ZCTA5 45039,115543,73158,1486,45039,1828.95,342.95
ZCTA5 45040,144681,97137,1643,45040,2428.42,785.42
ZCTA5 45042,83735,34121,929,45042,853.02,-75.98
ZCTA5 45044,97583,38701,945,45044,967.52,22.52
ZCTA5 45050,109141,87776,1467,45050,2194.4,727.4
ZCTA5 45051,-666666666,61477,925,45051,1536.92,611.92
ZCTA5 45052,113375,55882,959,45052,1397.05,438.05
ZCTA5 45056,94806,29313,994,45056,732.82,-261.18
ZCTA5 45062,52183,66250,1000,45062,1656.25,656.25
ZCTA5 45065,126729,23281,1202,45065,582.02,-619.98
ZCTA5 45066,124545,76809,1361,45066,1920.22,559.22
ZCTA5 45067,90322,64848,1306,45067,1621.2,315.2
ZCTA5 45068,107813,42313,1233,45068,1057.82,-175.17
ZCTA5 45069,126419,76114,1495,45069,1902.85,407.85
ZCTA5 45070,41250,70500,1188,45070,1762.5,574.5
ZCTA5 45101,57361,21321,536,45101,533.02,-2.98
ZCTA5 45102,89173,45891,848,45102,1147.27,299.27
ZCTA5 45103,91155,49588,978,45103,1239.7,261.7
ZCTA5 45106,79432,26506,711,45106,662.65,-48.35
ZCTA5 45107,87195,31171,893,45107,779.28,-113.73
ZCTA5 45113,101500,57697,1039,45113,1442.42,403.42
ZCTA5 45118,95729,32461,1014,45118,811.52,-202.48
ZCTA5 45120,78295,34911,737,45120,872.78,135.77
ZCTA5 45121,65897,30410,701,45121,760.25,59.25
ZCTA5 45122,88977,52188,1124,45122,1304.7,180.7
ZCTA5 45123,76432,40658,728,45123,1016.45,288.45
ZCTA5 45132,44063,26667,830,45132,666.68,-163.33
ZCTA5 45133,70238,27809,724,45133,695.22,-28.78
ZCTA5 45135,83906,51250,812,45135,1281.25,469.25
ZCTA5 45140,123161,70441,1300,45140,1761.02,461.02
ZCTA5 45142,65344,44423,775,45142,1110.57,335.57
ZCTA5 45144,53468,19857,649,45144,496.42,-152.58
ZCTA5 45148,66955,64427,1010,45148,1610.68,600.67
ZCTA5 45150,105098,47234,1025,45150,1180.85,155.85
ZCTA5 45152,111609,39375,970,45152,984.38,14.38
ZCTA5 45153,97545,41225,1255,45153,1030.62,-224.38
ZCTA5 45154,82665,35313,810,45154,882.82,72.82
ZCTA5 45155,70962,43542,740,45155,1088.55,348.55
ZCTA5 45157,105565,32042,812,45157,801.05,-10.95
ZCTA5 45158,60455,29875,858,45158,746.88,-111.12
ZCTA5 45159,81309,57639,872,45159,1440.98,568.97
ZCTA5 45162,76810,81346,1196,45162,2033.65,837.65
ZCTA5 45164,51250,36250,750,45164,906.25,156.25
ZCTA5 45167,80655,27500,667,45167,687.5,20.5
ZCTA5 45168,83056,14545,781,45168,363.62,-417.38
ZCTA5 45169,67083,31622,690,45169,790.55,100.55
ZCTA5 45171,70467,30879,927,45171,771.98,-155.02
ZCTA5 45174,198375,145417,1750,45174,3635.42,1885.43
ZCTA5 45176,70975,30511,852,45176,762.78,-89.23
ZCTA5 45177,80739,36944,850,45177,923.6,73.6
ZCTA5 45202,161419,72733,1412,45202,1818.32,406.32
ZCTA5 45203,169191,17688,770,45203,442.2,-327.8
ZCTA5 45204,55000,23304,730,45204,582.6,-147.4
ZCTA5 45205,57111,26576,819,45205,664.4,-154.6
ZCTA5 45206,113948,37614,794,45206,940.35,146.35
ZCTA5 45207,51345,31172,895,45207,779.3,-115.7
ZCTA5 45208,184615,69414,1275,45208,1735.35,460.35
ZCTA5 45209,141603,65861,1171,45209,1646.52,475.53
ZCTA5 45211,81943,33838,847,45211,845.95,-1.05
ZCTA5 45212,88565,38924,868,45212,973.1,105.1
ZCTA5 45213,104804,37206,893,45213,930.15,37.15
ZCTA5 45214,53403,18957,690,45214,473.92,-216.08
ZCTA5 45215,97347,34452,959,45215,861.3,-97.7
ZCTA5 45216,67292,31814,885,45216,795.35,-89.65
ZCTA5 45217,91953,29384,870,45217,734.6,-135.4
ZCTA5 45218,82852,51594,958,45218,1289.85,331.85
ZCTA5 45219,63059,32194,1117,45219,804.85,-312.15
ZCTA5 45220,145938,34708,872,45220,867.7,-4.3
ZCTA5 45223,90609,33144,831,45223,828.6,-2.4
ZCTA5 45224,72074,23290,835,45224,582.25,-252.75
ZCTA5 45225,49200,17623,549,45225,440.58,-108.43
ZCTA5 45226,160250,57826,1136,45226,1445.65,309.65
ZCTA5 45227,88173,45456,1166,45227,1136.4,-29.6
ZCTA5 45229,90297,17287,809,45229,432.17,-376.83
ZCTA5 45230,108354,38869,917,45230,971.72,54.73
ZCTA5 45231,79438,33444,1078,45231,836.1,-241.9
ZCTA5 45232,73646,20715,556,45232,517.88,-38.12
ZCTA5 45233,120338,48484,893,45233,1212.1,319.1
ZCTA5 45236,96113,47037,1075,45236,1175.92,100.92
ZCTA5 45237,70611,31930,857,45237,798.25,-58.75
ZCTA5 45238,82231,37636,860,45238,940.9,80.9
ZCTA5 45239,76110,37673,970,45239,941.82,-28.18
ZCTA5 45240,80131,44091,1166,45240,1102.27,-63.73
ZCTA5 45241,120469,60518,1124,45241,1512.95,388.95
ZCTA5 45242,129010,93214,1699,45242,2330.35,631.35
ZCTA5 45243,169833,93214,1848,45243,2330.35,482.35
ZCTA5 45244,131271,48393,1007,45244,1209.82,202.83
ZCTA5 45245,95538,50147,1072,45245,1253.68,181.67
ZCTA5 45246,80046,45478,1173,45246,1136.95,-36.05
ZCTA5 45247,107748,47151,984,45247,1178.77,194.77
ZCTA5 45248,88803,51357,1049,45248,1283.92,234.92
ZCTA5 45249,155772,73289,1410,45249,1832.22,422.23
ZCTA5 45251,82271,42135,1147,45251,1053.38,-93.62
ZCTA5 45252,102474,112443,1017,45252,2811.08,1794.07
ZCTA5 45255,113438,44600,1219,45255,1115.0,-104.0
ZCTA5 45302,87287,68854,1087,45302,1721.35,634.35
ZCTA5 45303,62083,43083,685,45303,1077.08,392.08
ZCTA5 45304,78132,37987,805,45304,949.68,144.67
ZCTA5 45305,126250,47263,1109,45305,1181.58,72.58
ZCTA5 45306,97500,59342,901,45306,1483.55,582.55
ZCTA5 45307,78750,44886,775,45307,1122.15,347.15
ZCTA5 45308,79722,51328,878,45308,1283.2,405.2
ZCTA5 45309,81659,43199,907,45309,1079.97,172.97
ZCTA5 45311,72250,29342,746,45311,733.55,-12.45
ZCTA5 45312,70469,51397,1057,45312,1284.92,227.92
ZCTA5 45314,101719,43438,887,45314,1085.95,198.95
ZCTA5 45316,93438,70357,843,45316,1758.92,915.92
ZCTA5 45318,69826,33147,719,45318,828.68,109.67
ZCTA5 45319,97500,45729,788,45319,1143.22,355.22
ZCTA5 45320,72847,38485,812,45320,962.12,150.12
ZCTA5 45321,64740,53438,978,45321,1335.95,357.95
ZCTA5 45322,79010,48533,1015,45322,1213.32,198.32
ZCTA5 45323,82976,44950,846,45323,1123.75,277.75
ZCTA5 45324,79508,40135,955,45324,1003.38,48.38
ZCTA5 45325,74183,73750,1031,45325,1843.75,812.75
ZCTA5 45326,86442,66518,1125,45326,1662.95,537.95
ZCTA5 45327,96221,37083,666,45327,927.08,261.07
ZCTA5 45328,53750,58438,950,45328,1460.95,510.95
ZCTA5 45330,72679,39167,859,45330,979.18,120.17
ZCTA5 45331,70315,32450,687,45331,811.25,124.25
ZCTA5 45334,75833,40625,850,45334,1015.62,165.62
ZCTA5 45335,81292,36691,745,45335,917.28,172.27
ZCTA5 45337,101042,48375,1050,45337,1209.38,159.38
ZCTA5 45338,75378,45607,866,45338,1140.18,274.17
ZCTA5 45339,84545,102829,850,45339,2570.72,1720.72
ZCTA5 45341,59306,30192,791,45341,754.8,-36.2
ZCTA5 45342,91307,56969,1170,45342,1424.22,254.23
ZCTA5 45344,81000,37316,799,45344,932.9,133.9
ZCTA5 45345,79915,37589,854,45345,939.72,85.72
ZCTA5 45346,76786,62750,858,45346,1568.75,710.75
ZCTA5 45347,67500,36776,688,45347,919.4,231.4
ZCTA5 45348,103813,46875,1022,45348,1171.88,149.88
ZCTA5 45349,57125,105714,1306,45349,2642.85,1336.85
ZCTA5 45351,97083,32188,788,45351,804.7,16.7
ZCTA5 45352,68750,29432,730,45352,735.8,5.8
ZCTA5 45356,71875,32159,891,45356,803.97,-87.03
ZCTA5 45358,70417,42917,817,45358,1072.92,255.92
ZCTA5 45359,70972,40735,706,45359,1018.38,312.38
ZCTA5 45361,53250,67778,1286,45361,1694.45,408.45
ZCTA5 45362,57306,76250,627,45362,1906.25,1279.25
ZCTA5 45363,98400,35673,869,45363,891.82,22.82
ZCTA5 45365,87410,43609,859,45365,1090.22,231.22
ZCTA5 45368,69643,39018,669,45368,975.45,306.45
ZCTA5 45369,92571,55673,857,45369,1391.82,534.83
ZCTA5 45371,101782,59375,1040,45371,1484.38,444.38
ZCTA5 45372,71667,48125,950,45372,1203.12,253.12
ZCTA5 45373,94149,48233,887,45373,1205.82,318.82
ZCTA5 45377,90750,52319,822,45377,1307.98,485.98
ZCTA5 45378,70625,54583,925,45378,1364.57,439.57
ZCTA5 45380,93938,39063,699,45380,976.58,277.57
ZCTA5 45381,88101,49523,726,45381,1238.08,512.08
ZCTA5 45382,81538,59167,915,45382,1479.18,564.17
ZCTA5 45383,69311,50616,829,45383,1265.4,436.4
ZCTA5 45385,91464,31545,876,45385,788.62,-87.38
ZCTA5 45387,101250,39048,830,45387,976.2,146.2
ZCTA5 45389,73000,54432,897,45389,1360.8,463.8
ZCTA5 45390,59792,34938,741,45390,873.45,132.45
ZCTA5 45402,64330,35659,896,45402,891.48,-4.52
ZCTA5 45403,58000,20044,676,45403,501.1,-174.9
ZCTA5 45404,52537,25059,884,45404,626.48,-257.52
ZCTA5 45405,57159,34274,789,45405,856.85,67.85
ZCTA5 45406,56194,26775,847,45406,669.38,-177.62
ZCTA5 45409,105664,23393,1063,45409,584.83,-478.17
ZCTA5 45410,57694,33440,906,45410,836.0,-70.0
ZCTA5 45414,70195,21677,828,45414,541.92,-286.08
ZCTA5 45415,86108,41804,895,45415,1045.1,150.1
ZCTA5 45416,55125,44537,1120,45416,1113.42,-6.58
ZCTA5 45417,46219,25140,801,45417,628.5,-172.5
ZCTA5 45419,104167,43434,897,45419,1085.85,188.85
ZCTA5 45420,62288,40639,899,45420,1015.98,116.98
ZCTA5 45424,91968,48125,1021,45424,1203.12,182.12
ZCTA5 45426,58150,35079,883,45426,876.98,-6.02
ZCTA5 45429,89431,39625,985,45429,990.62,5.62
ZCTA5 45430,118750,47841,1170,45430,1196.02,26.02
ZCTA5 45431,94094,62215,1240,45431,1555.37,315.37
ZCTA5 45432,88345,40948,849,45432,1023.7,174.7
ZCTA5 45433,-666666666,72813,1392,45433,1820.32,428.33
ZCTA5 45439,65338,30938,948,45439,773.45,-174.55
ZCTA5 45440,99302,58805,1070,45440,1470.12,400.12
ZCTA5 45449,63052,48618,967,45449,1215.45,248.45
ZCTA5 45458,135662,60622,1172,45458,1515.55,343.55
ZCTA5 45459,105864,54464,1127,45459,1361.6,234.6
ZCTA5 45502,92625,35625,946,45502,890.62,-55.38
ZCTA5 45503,69397,39740,850,45503,993.5,143.5
ZCTA5 45504,77005,38481,863,45504,962.02,99.02
ZCTA5 45505,55779,32152,772,45505,803.8,31.8
ZCTA5 45506,62227,23384,776,45506,584.6,-191.4
ZCTA5 45601,75788,30591,841,45601,764.78,-76.23
ZCTA5 45612,54462,32583,738,45612,814.58,76.57
ZCTA5 45613,41765,25170,690,45613,629.25,-60.75
ZCTA5 45616,63393,17660,664,45616,441.5,-222.5
ZCTA5 45619,72426,38750,844,45619,968.75,124.75
ZCTA5 45620,76288,65536,743,45620,1638.4,895.4
ZCTA5 45621,43897,50417,765,45621,1260.42,495.42
ZCTA5 45623,70500,41146,937,45623,1028.65,91.65
ZCTA5 45628,76333,69231,825,45628,1730.78,905.77
ZCTA5 45629,59016,26591,664,45629,664.78,0.77
ZCTA5 45631,60010,34657,812,45631,866.42,54.43
ZCTA5 45634,51063,33750,691,45634,843.75,152.75
ZCTA5 45638,54707,33782,773,45638,844.55,71.55
ZCTA5 45640,68511,32278,749,45640,806.95,57.95
ZCTA5 45647,65921,36319,544,45647,907.98,363.98
ZCTA5 45648,70647,36625,837,45648,915.62,78.62
ZCTA5 45651,73963,22469,641,45651,561.72,-79.27
ZCTA5 45652,43914,24496,795,45652,612.4,-182.6
ZCTA5 45653,79716,36739,620,45653,918.48,298.48
ZCTA5 45654,61364,62935,973,45654,1573.37,600.37
ZCTA5 45656,61442,18850,719,45656,471.25,-247.75
ZCTA5 45659,52500,30455,892,45659,761.37,-130.63
