NAME,median_income_owner,median_income_renter,median_rent,zip_code,ideal_rent,affordability_delta
ZCTA5 24360,69881,23546,571,24360,588.65,17.65
ZCTA5 24361,65104,68531,800,24361,1713.28,913.28
ZCTA5 24368,68482,35982,749,24368,899.55,150.55
ZCTA5 24370,50119,26131,593,24370,653.28,60.27
ZCTA5 24380,49536,40899,723,24380,1022.47,299.47
ZCTA5 24381,74559,62775,655,24381,1569.38,914.38
ZCTA5 24382,64253,29196,651,24382,729.9,78.9
ZCTA5 24401,80754,36641,964,24401,916.02,-47.98
ZCTA5 24416,55082,47928,993,24416,1198.2,205.2
ZCTA5 24421,81875,93373,1098,24421,2334.32,1236.32
ZCTA5 24422,56984,21250,536,24422,531.25,-4.75
ZCTA5 24426,54337,37500,745,24426,937.5,192.5
ZCTA5 24430,88500,21679,738,24430,541.97,-196.03
ZCTA5 24439,40517,18780,719,24439,469.5,-249.5
ZCTA5 24440,56225,75368,1529,24440,1884.2,355.2
ZCTA5 24441,86743,52143,957,24441,1303.58,346.58
ZCTA5 24445,76548,33333,717,24445,833.32,116.32
ZCTA5 24450,95131,43750,976,24450,1093.75,117.75
ZCTA5 24460,43690,38938,635,24460,973.45,338.45
ZCTA5 24465,68214,33864,879,24465,846.6,-32.4
ZCTA5 24467,115033,82988,661,24467,2074.7,1413.7
ZCTA5 24477,81277,56513,1072,24477,1412.82,340.83
ZCTA5 24482,70905,50357,1051,24482,1258.92,207.92
ZCTA5 24486,93415,52923,1050,24486,1323.08,273.08
ZCTA5 24501,56528,33901,864,24501,847.52,-16.48
ZCTA5 24502,79590,47153,1106,24502,1178.82,72.82
ZCTA5 24503,107275,46983,913,24503,1174.58,261.58
ZCTA5 24504,57961,36420,973,24504,910.5,-62.5
ZCTA5 24517,54097,33000,769,24517,825.0,56.0
ZCTA5 24520,41944,9931,724,24520,248.28,-475.72
ZCTA5 24521,74250,30953,831,24521,773.82,-57.18
ZCTA5 24522,73949,36392,862,24522,909.8,47.8
ZCTA5 24523,73561,31588,864,24523,789.7,-74.3
ZCTA5 24526,69467,46042,832,24526,1151.05,319.05
ZCTA5 24527,62477,47015,931,24527,1175.38,244.38
ZCTA5 24528,53938,41250,765,24528,1031.25,266.25
ZCTA5 24529,43417,24063,705,24529,601.57,-103.43
ZCTA5 24531,53427,37901,776,24531,947.52,171.52
ZCTA5 24538,61500,41704,744,24538,1042.6,298.6
ZCTA5 24539,56467,50787,734,24539,1269.68,535.67
ZCTA5 24540,56530,33820,782,24540,845.5,63.5
ZCTA5 24541,67925,31889,803,24541,797.22,-5.78
ZCTA5 24549,59125,42553,867,24549,1063.82,196.83
ZCTA5 24551,103802,54352,1059,24551,1358.8,299.8
ZCTA5 24553,63790,58088,1063,24553,1452.2,389.2
ZCTA5 24554,51630,52959,913,24554,1323.98,410.97
ZCTA5 24555,63321,39821,772,24555,995.52,223.52
ZCTA5 24557,49375,25969,707,24557,649.22,-57.77
ZCTA5 24558,55591,27402,772,24558,685.05,-86.95
ZCTA5 24563,48185,43564,822,24563,1089.1,267.1
ZCTA5 24566,62355,76023,1856,24566,1900.57,44.57
ZCTA5 24572,75356,29712,777,24572,742.8,-34.2
ZCTA5 24574,66250,50924,869,24574,1273.1,404.1
ZCTA5 24577,45179,33580,731,24577,839.5,108.5
ZCTA5 24580,52200,64327,645,24580,1608.18,963.18
ZCTA5 24586,60918,32188,1079,24586,804.7,-274.3
ZCTA5 24588,69875,52952,706,24588,1323.8,617.8
ZCTA5 24589,92083,34417,628,24589,860.42,232.43
ZCTA5 24590,92955,39777,1085,24590,994.42,-90.58
ZCTA5 24592,69917,30986,709,24592,774.65,65.65
ZCTA5 24594,45854,41222,991,24594,1030.55,39.55
ZCTA5 24597,46221,18583,863,24597,464.57,-398.43
ZCTA5 24598,59167,24740,1031,24598,618.5,-412.5
ZCTA5 24602,44792,36598,623,24602,914.95,291.95
ZCTA5 24605,57270,28191,762,24605,704.78,-57.23
ZCTA5 24609,52708,40410,761,24609,1010.25,249.25
ZCTA5 24614,41977,19637,782,24614,490.92,-291.08
ZCTA5 24630,66898,39375,769,24630,984.38,215.38
ZCTA5 24631,48649,45333,744,24631,1133.32,389.33
ZCTA5 24639,57102,32277,657,24639,806.92,149.92
ZCTA5 24641,45938,30521,824,24641,763.02,-60.98
ZCTA5 24649,54563,26944,2545,24649,673.6,-1871.4
ZCTA5 24651,66792,24879,606,24651,621.98,15.98
ZCTA5 24656,62770,35417,643,24656,885.42,242.42
ZCTA5 24657,-666666666,18528,1117,24657,463.2,-653.8
ZCTA5 24701,58341,30188,822,24701,754.7,-67.3
ZCTA5 24712,58233,65667,880,24712,1641.68,761.68
ZCTA5 24736,32981,45250,710,24736,1131.25,421.25
ZCTA5 24737,41292,23871,491,24737,596.78,105.77
ZCTA5 24739,64666,29612,746,24739,740.3,-5.7
ZCTA5 24740,50653,31930,767,24740,798.25,31.25
ZCTA5 24801,35801,13582,788,24801,339.55,-448.45
ZCTA5 24808,-666666666,26477,536,24808,661.92,125.92
ZCTA5 24853,69196,2499,560,24853,62.47,-497.52
ZCTA5 24868,22056,35714,629,24868,892.85,263.85
ZCTA5 24870,44183,20625,634,24870,515.62,-118.38
ZCTA5 24892,34286,12917,691,24892,322.92,-368.08
ZCTA5 24901,74464,18676,884,24901,466.9,-417.1
ZCTA5 24910,42333,30625,755,24910,765.62,10.62
ZCTA5 24915,42772,40577,740,24915,1014.42,274.42
ZCTA5 24931,50313,23393,621,24931,584.83,-36.17
ZCTA5 24941,54962,44107,648,24941,1102.68,454.67
ZCTA5 24954,45455,21146,617,24954,528.65,-88.35
ZCTA5 24963,63371,35039,677,24963,875.97,198.97
ZCTA5 24970,46719,33824,860,24970,845.6,-14.4
ZCTA5 24983,42485,22750,529,24983,568.75,39.75
ZCTA5 24986,51477,32917,759,24986,822.92,63.93
ZCTA5 25021,19229,48024,490,25021,1200.6,710.6
ZCTA5 25024,-666666666,15096,636,25024,377.4,-258.6
ZCTA5 25033,53182,33866,492,25033,846.65,354.65
ZCTA5 25045,47471,18137,871,25045,453.42,-417.58
ZCTA5 25053,72397,14470,818,25053,361.75,-456.25
ZCTA5 25064,62929,29594,917,25064,739.85,-177.15
ZCTA5 25070,73750,33558,910,25070,838.95,-71.05
ZCTA5 25071,72088,32500,835,25071,812.5,-22.5
ZCTA5 25123,48409,72909,684,25123,1822.72,1138.72
ZCTA5 25130,53125,55129,804,25130,1378.22,574.22
ZCTA5 25133,55231,23750,394,25133,593.75,199.75
ZCTA5 25136,46607,17286,613,25136,432.15,-180.85
ZCTA5 25143,64250,20928,801,25143,523.2,-277.8
ZCTA5 25159,63208,33788,869,25159,844.7,-24.3
ZCTA5 25162,76875,51458,789,25162,1286.45,497.45
ZCTA5 25177,73224,29025,853,25177,725.62,-127.38
ZCTA5 25181,-666666666,19688,417,25181,492.2,75.2
ZCTA5 25186,65039,25385,597,25186,634.62,37.62
ZCTA5 25208,50208,12054,619,25208,301.35,-317.65
ZCTA5 25234,45526,27614,716,25234,690.35,-25.65
ZCTA5 25247,46250,87868,691,25247,2196.7,1505.7
ZCTA5 25248,60147,46033,675,25248,1150.82,475.83
ZCTA5 25271,71077,21461,600,25271,536.52,-63.48
ZCTA5 25276,43138,23965,628,25276,599.12,-28.88
ZCTA5 25286,58159,27604,489,25286,690.1,201.1
ZCTA5 25301,93478,18157,568,25301,453.92,-114.08
ZCTA5 25302,64082,23371,840,25302,584.28,-255.73
ZCTA5 25303,86429,32227,928,25303,805.68,-122.32
ZCTA5 25304,93890,30807,919,25304,770.18,-148.83
ZCTA5 25306,54250,52466,1284,25306,1311.65,27.65
ZCTA5 25309,56658,37108,759,25309,927.7,168.7
ZCTA5 25311,59933,37000,824,25311,925.0,101.0
ZCTA5 25312,56982,32525,853,25312,813.12,-39.88
ZCTA5 25313,74423,37298,891,25313,932.45,41.45
ZCTA5 25314,95238,58778,1100,25314,1469.45,369.45
ZCTA5 25315,57824,30417,856,25315,760.42,-95.58
ZCTA5 25320,53643,19098,803,25320,477.45,-325.55
ZCTA5 25387,48606,25357,949,25387,633.93,-315.07
ZCTA5 25401,61539,37933,1000,25401,948.32,-51.67
ZCTA5 25403,84755,48000,1321,25403,1200.0,-121.0
ZCTA5 25404,76313,42767,1119,25404,1069.18,-49.83
ZCTA5 25405,85409,83645,1493,25405,2091.12,598.12
ZCTA5 25411,73296,31136,749,25411,778.4,29.4
ZCTA5 25413,88266,49583,1281,25413,1239.58,-41.42
ZCTA5 25414,119620,29333,939,25414,733.32,-205.68
ZCTA5 25419,90121,65104,1092,25419,1627.6,535.6
ZCTA5 25420,97083,90014,987,25420,2250.35,1263.35
ZCTA5 25425,101325,37898,1282,25425,947.45,-334.55
ZCTA5 25427,82910,57639,1130,25427,1440.98,310.97
ZCTA5 25428,79827,81897,1342,25428,2047.42,705.42
ZCTA5 25430,95875,48917,1307,25430,1222.92,-84.08
ZCTA5 25434,73585,51338,738,25434,1283.45,545.45
ZCTA5 25438,91349,42050,1117,25438,1051.25,-65.75
ZCTA5 25443,122917,47841,1043,25443,1196.02,153.02
ZCTA5 25504,70219,35944,899,25504,898.6,-0.4
ZCTA5 25507,45543,22656,798,25507,566.4,-231.6
ZCTA5 25508,70065,18824,673,25508,470.6,-202.4
ZCTA5 25510,87645,45278,1012,25510,1131.95,119.95
ZCTA5 25514,55231,46184,923,25514,1154.6,231.6
ZCTA5 25517,45294,2499,634,25517,62.47,-571.52
ZCTA5 25523,56970,25583,709,25523,639.57,-69.43
ZCTA5 25526,96413,47805,945,25526,1195.12,250.12
ZCTA5 25530,73128,47604,827,25530,1190.1,363.1
ZCTA5 25535,95788,57656,826,25535,1441.4,615.4
ZCTA5 25541,58323,39764,928,25541,994.1,66.1
ZCTA5 25545,88875,51250,1022,25545,1281.25,259.25
ZCTA5 25550,59620,31864,625,25550,796.6,171.6
ZCTA5 25557,-666666666,58229,763,25557,1455.72,692.73
ZCTA5 25560,97793,117602,1433,25560,2940.05,1507.05
ZCTA5 25570,60208,17546,824,25570,438.65,-385.35
ZCTA5 25601,47625,40000,843,25601,1000.0,157.0
ZCTA5 25606,48750,2499,552,25606,62.47,-489.52
ZCTA5 25607,44063,16372,575,25607,409.3,-165.7
ZCTA5 25628,50469,13715,949,25628,342.88,-606.12
ZCTA5 25634,38000,12050,538,25634,301.25,-236.75
ZCTA5 25661,51875,14630,518,25661,365.75,-152.25
ZCTA5 25670,43235,40859,736,25670,1021.47,285.47
ZCTA5 25674,45603,11625,718,25674,290.62,-427.38
ZCTA5 25678,60339,15560,356,25678,389.0,33.0
ZCTA5 25701,68443,17382,840,25701,434.55,-405.45
ZCTA5 25702,41750,23087,819,25702,577.17,-241.83
ZCTA5 25703,39758,14929,847,25703,373.22,-473.78
ZCTA5 25704,57776,34196,872,25704,854.9,-17.1
ZCTA5 25705,70133,30560,894,25705,764.0,-130.0
ZCTA5 25801,57483,22632,837,25801,565.8,-271.2
ZCTA5 25812,48500,55074,758,25812,1376.85,618.85
ZCTA5 25813,61250,26667,887,25813,666.68,-220.33
ZCTA5 25832,84112,24750,754,25832,618.75,-135.25
ZCTA5 25840,67083,37417,881,25840,935.42,54.42
ZCTA5 25854,56971,75735,1056,25854,1893.38,837.38
ZCTA5 25865,45994,16375,575,25865,409.37,-165.63
ZCTA5 25871,53917,26500,851,25871,662.5,-188.5
ZCTA5 25880,51756,26944,744,25880,673.6,-70.4
ZCTA5 25901,51857,28750,800,25901,718.75,-81.25
ZCTA5 25918,69821,17917,946,25918,447.92,-498.08
ZCTA5 25921,33931,32969,734,25921,824.22,90.22
ZCTA5 25951,37466,17188,806,25951,429.7,-376.3
ZCTA5 25958,-666666666,2499,943,25958,62.47,-880.52
ZCTA5 25962,46311,29844,632,25962,746.1,114.1
ZCTA5 25976,46902,22250,629,25976,556.25,-72.75
ZCTA5 25981,28500,48250,634,25981,1206.25,572.25
ZCTA5 25984,36538,18333,595,25984,458.32,-136.68
ZCTA5 26003,80907,23049,772,26003,576.22,-195.77
ZCTA5 26030,26563,68438,746,26030,1710.95,964.95
ZCTA5 26031,49712,32917,729,26031,822.92,93.93
ZCTA5 26032,52292,40469,808,26032,1011.72,203.72
ZCTA5 26034,60625,29250,859,26034,731.25,-127.75
ZCTA5 26037,72935,39420,599,26037,985.5,386.5
ZCTA5 26038,84712,34107,827,26038,852.68,25.67
ZCTA5 26040,64600,22273,556,26040,556.82,0.82
ZCTA5 26041,61196,27165,806,26041,679.12,-126.88
ZCTA5 26047,61544,35125,656,26047,878.12,222.12
ZCTA5 26050,40313,23365,701,26050,584.12,-116.88
ZCTA5 26055,-666666666,25074,697,26055,626.85,-70.15
ZCTA5 26059,71544,45529,913,26059,1138.22,225.22
ZCTA5 26060,66250,98598,800,26060,2464.95,1664.95
ZCTA5 26062,68587,35040,699,26062,876.0,177.0
ZCTA5 26070,67400,30093,552,26070,752.32,200.32
ZCTA5 26074,44318,39167,883,26074,979.18,96.17
ZCTA5 26101,52492,26218,772,26101,655.45,-116.55
ZCTA5 26104,61104,27457,699,26104,686.42,-12.57
ZCTA5 26105,72907,28472,853,26105,711.8,-141.2
ZCTA5 26142,70587,60652,900,26142,1516.3,616.3
ZCTA5 26143,61129,26429,512,26143,660.72,148.72
ZCTA5 26149,75625,18333,650,26149,458.32,-191.68
ZCTA5 26150,78077,32619,766,26150,815.48,49.48
ZCTA5 26155,72656,28725,684,26155,718.12,34.12
ZCTA5 26159,57440,46786,863,26159,1169.65,306.65
ZCTA5 26164,64954,31405,838,26164,785.12,-52.88
ZCTA5 26170,69257,23125,679,26170,578.12,-100.88
ZCTA5 26175,68203,15833,532,26175,395.82,-136.18
ZCTA5 26181,84943,41519,787,26181,1037.97,250.97
ZCTA5 26187,82000,31456,884,26187,786.4,-97.6
ZCTA5 26201,58300,31264,734,26201,781.6,47.6
ZCTA5 26205,56419,22715,554,26205,567.88,13.88
ZCTA5 26206,57125,23472,620,26206,586.8,-33.2
ZCTA5 26241,66364,19834,754,26241,495.85,-258.15
ZCTA5 26250,46267,33491,719,26250,837.28,118.27
ZCTA5 26253,71250,40304,868,26253,1007.6,139.6
ZCTA5 26260,63816,43828,775,26260,1095.7,320.7
ZCTA5 26261,32433,20625,616,26261,515.62,-100.38
ZCTA5 26273,36719,33056,525,26273,826.4,301.4
ZCTA5 26275,46458,14583,758,26275,364.58,-393.42
ZCTA5 26287,61510,31477,823,26287,786.92,-36.07
ZCTA5 26288,44831,11986,660,26288,299.65,-360.35
ZCTA5 26292,60809,50179,821,26292,1254.47,433.47
ZCTA5 26301,59561,29866,739,26301,746.65,7.65
ZCTA5 26323,35938,9577,766,26323,239.42,-526.58
ZCTA5 26330,107287,57268,1107,26330,1431.7,324.7
ZCTA5 26335,70592,45000,730,26335,1125.0,395.0
ZCTA5 26337,52583,48906,675,26337,1222.65,547.65
ZCTA5 26346,65385,38950,580,26346,973.75,393.75
ZCTA5 26347,46694,23235,821,26347,580.88,-240.12
ZCTA5 26351,63869,31161,716,26351,779.02,63.02
ZCTA5 26354,60000,22480,460,26354,562.0,102.0
ZCTA5 26362,55469,21591,696,26362,539.78,-156.23
ZCTA5 26369,53125,90897,928,26369,2272.42,1344.42
ZCTA5 26378,78750,47109,652,26378,1177.72,525.72
ZCTA5 26385,77813,34219,1070,26385,855.48,-214.52
ZCTA5 26411,-666666666,55833,754,26411,1395.82,641.83
ZCTA5 26415,63361,49063,763,26415,1226.58,463.58
ZCTA5 26416,44810,38088,636,26416,952.2,316.2
ZCTA5 26425,51667,24167,642,26425,604.17,-37.83
ZCTA5 26426,52101,42115,675,26426,1052.88,377.88
ZCTA5 26431,57667,30976,798,26431,774.4,-23.6
ZCTA5 26447,70000,2499,686,26447,62.47,-623.52
ZCTA5 26451,58672,96250,670,26451,2406.25,1736.25
ZCTA5 26452,57026,24552,739,26452,613.8,-125.2
ZCTA5 26456,66691,20489,366,26456,512.22,146.23
ZCTA5 26501,88320,38100,893,26501,952.5,59.5
ZCTA5 26505,104926,26747,931,26505,668.68,-262.33
ZCTA5 26508,108260,40062,971,26508,1001.55,30.55
ZCTA5 26525,94800,37566,779,26525,939.15,160.15
ZCTA5 26537,65703,36625,664,26537,915.62,251.62
ZCTA5 26541,83590,63958,560,26541,1598.95,1038.95
ZCTA5 26547,71886,40417,765,26547,1010.42,245.42
ZCTA5 26554,73077,37052,907,26554,926.3,19.3
ZCTA5 26559,73047,29583,719,26559,739.58,20.57
ZCTA5 26570,67174,34071,573,26570,851.78,278.77
ZCTA5 26571,73542,41346,905,26571,1033.65,128.65
ZCTA5 26572,52222,31613,1111,26572,790.32,-320.68
ZCTA5 26574,52857,31042,683,26574,776.05,93.05
ZCTA5 26575,40676,11394,471,26575,284.85,-186.15
ZCTA5 26582,58933,11343,680,26582,283.58,-396.42
ZCTA5 26588,58833,65408,804,26588,1635.2,831.2
ZCTA5 26591,76300,47097,698,26591,1177.42,479.42
ZCTA5 26601,42600,66045,500,26601,1651.12,1151.12
ZCTA5 26621,42308,31125,672,26621,778.12,106.12
ZCTA5 26624,51438,20868,600,26624,521.7,-78.3
ZCTA5 26651,74435,26327,722,26651,658.18,-63.83
ZCTA5 26679,41742,70925,979,26679,1773.12,794.12
ZCTA5 26704,69154,73021,679,26704,1825.52,1146.52
ZCTA5 26707,29375,21389,675,26707,534.72,-140.27
ZCTA5 26719,61463,27878,717,26719,696.95,-20.05
ZCTA5 26726,82257,31237,637,26726,780.92,143.93
ZCTA5 26750,65250,33203,510,26750,830.08,320.07
ZCTA5 26753,82235,36711,951,26753,917.78,-33.23
ZCTA5 26757,47813,23350,552,26757,583.75,31.75
ZCTA5 26764,62852,29276,712,26764,731.9,19.9
ZCTA5 26802,51583,19276,644,26802,481.9,-162.1
ZCTA5 26804,39280,28393,488,26804,709.82,221.83
ZCTA5 26807,49825,38125,720,26807,953.12,233.12
ZCTA5 26815,60469,37404,656,26815,935.1,279.1
ZCTA5 26818,46287,39114,619,26818,977.85,358.85
ZCTA5 26836,54794,33047,854,26836,826.18,-27.83
ZCTA5 26847,61645,25625,627,26847,640.62,13.62
ZCTA5 26851,66250,46920,846,26851,1173.0,327.0
ZCTA5 26855,63370,37917,878,26855,947.92,69.92
ZCTA5 26866,86094,62670,725,26866,1566.75,841.75
ZCTA5 27006,90729,90556,878,27006,2263.9,1385.9
ZCTA5 27007,91290,20724,788,27007,518.1,-269.9
ZCTA5 27011,69000,25900,713,27011,647.5,-65.5
ZCTA5 27012,111765,40664,989,27012,1016.6,27.6
ZCTA5 27013,68401,45996,770,27013,1149.9,379.9
ZCTA5 27014,72250,39318,900,27014,982.95,82.95
ZCTA5 27017,80000,34973,683,27017,874.32,191.32
ZCTA5 27020,51250,29894,732,27020,747.35,15.35
ZCTA5 27021,69864,36918,886,27021,922.95,36.95
ZCTA5 27023,104250,46733,1034,27023,1168.32,134.32
ZCTA5 27024,64922,36319,613,27024,907.98,294.98
ZCTA5 27025,57907,24698,649,27025,617.45,-31.55
ZCTA5 27027,68750,24041,624,27027,601.02,-22.98
ZCTA5 27028,69358,33614,812,27028,840.35,28.35
ZCTA5 27030,60206,25178,685,27030,629.45,-55.55
ZCTA5 27040,96081,70425,1009,27040,1760.62,751.62
ZCTA5 27041,63185,44276,732,27041,1106.9,374.9
ZCTA5 27043,78100,21597,774,27043,539.92,-234.08
ZCTA5 27045,65843,56755,985,27045,1418.87,433.87
ZCTA5 27046,85043,28338,571,27046,708.45,137.45
ZCTA5 27048,62754,42375,790,27048,1059.38,269.38
ZCTA5 27050,85839,31393,800,27050,784.82,-15.17
ZCTA5 27051,72600,43281,1120,27051,1082.02,-37.98
ZCTA5 27052,65035,38450,784,27052,961.25,177.25
ZCTA5 27055,73364,38864,731,27055,971.6,240.6
ZCTA5 27101,73477,34468,877,27101,861.7,-15.3
ZCTA5 27103,76340,45588,1042,27103,1139.7,97.7
ZCTA5 27104,106408,45148,1070,27104,1128.7,58.7
ZCTA5 27105,50538,24075,809,27105,601.88,-207.12
ZCTA5 27106,97100,41301,1006,27106,1032.52,26.52
ZCTA5 27107,69599,26843,856,27107,671.08,-184.93
ZCTA5 27127,69074,42814,1002,27127,1070.35,68.35
ZCTA5 27203,54875,34467,792,27203,861.68,69.67
ZCTA5 27205,68203,24774,788,27205,619.35,-168.65
ZCTA5 27207,67018,56667,636,27207,1416.68,780.68
ZCTA5 27208,54950,58750,1000,27208,1468.75,468.75
ZCTA5 27209,54938,47656,765,27209,1191.4,426.4
ZCTA5 27214,87013,49130,1107,27214,1228.25,121.25
ZCTA5 27215,80054,47223,1026,27215,1180.58,154.58
ZCTA5 27217,64734,34816,832,27217,870.4,38.4
ZCTA5 27229,47500,20884,698,27229,522.1,-175.9
ZCTA5 27233,90590,45987,837,27233,1149.68,312.67
ZCTA5 27235,106016,81429,1730,27235,2035.72,305.72
ZCTA5 27239,71003,33786,797,27239,844.65,47.65
ZCTA5 27243,85876,45417,867,27243,1135.42,268.42
ZCTA5 27244,89321,27323,966,27244,683.08,-282.93
ZCTA5 27248,60536,44831,1040,27248,1120.77,80.77
ZCTA5 27249,95328,38181,902,27249,954.52,52.52
ZCTA5 27252,36194,40859,934,27252,1021.47,87.47
ZCTA5 27253,74672,36691,901,27253,917.28,16.27
ZCTA5 27258,84955,37946,854,27258,948.65,94.65
ZCTA5 27260,52148,32821,870,27260,820.52,-49.48
ZCTA5 27262,88468,34227,989,27262,855.68,-133.33
ZCTA5 27263,58945,43460,886,27263,1086.5,200.5
ZCTA5 27265,85988,42466,1090,27265,1061.65,-28.35
ZCTA5 27278,113040,55646,1198,27278,1391.15,193.15
ZCTA5 27281,82750,45781,889,27281,1144.53,255.53
ZCTA5 27282,97153,69762,1255,27282,1744.05,489.05
ZCTA5 27283,78278,73139,1120,27283,1828.48,708.48
ZCTA5 27284,95520,45293,1011,27284,1132.32,121.32
ZCTA5 27288,61297,34885,757,27288,872.12,115.12
ZCTA5 27292,59915,34418,807,27292,860.45,53.45
ZCTA5 27295,73776,32031,798,27295,800.78,2.77
ZCTA5 27298,63860,41786,853,27298,1044.65,191.65
ZCTA5 27299,84144,58625,939,27299,1465.62,526.62
ZCTA5 27301,78927,68750,1574,27301,1718.75,144.75
ZCTA5 27302,88695,42057,1097,27302,1051.42,-45.58
ZCTA5 27305,62100,19821,1282,27305,495.52,-786.48
ZCTA5 27306,63829,36831,729,27306,920.78,191.77
ZCTA5 27311,44309,22292,575,27311,557.3,-17.7
ZCTA5 27312,109507,45400,946,27312,1135.0,189.0
ZCTA5 27313,86711,26214,862,27313,655.35,-206.65
ZCTA5 27315,68578,34833,711,27315,870.82,159.82
ZCTA5 27316,60385,24659,786,27316,616.47,-169.53
ZCTA5 27317,64419,38674,833,27317,966.85,133.85
ZCTA5 27320,60234,25210,758,27320,630.25,-127.75
ZCTA5 27325,57096,42682,627,27325,1067.05,440.05
ZCTA5 27326,74177,36975,628,27326,924.38,296.38
ZCTA5 27330,78498,41161,924,27330,1029.03,105.03
ZCTA5 27332,75198,62734,1055,27332,1568.35,513.35
ZCTA5 27341,57059,37361,734,27341,934.02,200.02
ZCTA5 27344,66648,33574,963,27344,839.35,-123.65
ZCTA5 27349,74653,33977,757,27349,849.42,92.42
ZCTA5 27350,56771,37375,838,27350,934.38,96.38
ZCTA5 27355,75362,18566,734,27355,464.15,-269.85
ZCTA5 27356,64188,34113,705,27356,852.82,147.82
ZCTA5 27357,95542,17237,734,27357,430.92,-303.08
ZCTA5 27358,129617,27231,1134,27358,680.78,-453.22
ZCTA5 27360,70043,38555,791,27360,963.87,172.87
ZCTA5 27370,75161,36705,934,27370,917.62,-16.38
ZCTA5 27371,65472,25345,603,27371,633.62,30.62
ZCTA5 27376,83909,36689,869,27376,917.22,48.22
ZCTA5 27377,95368,61184,1223,27377,1529.6,306.6
ZCTA5 27379,62909,21821,546,27379,545.52,-0.48
ZCTA5 27401,66673,35307,841,27401,882.68,41.67
ZCTA5 27403,76536,36450,964,27403,911.25,-52.75
ZCTA5 27405,56803,29573,928,27405,739.32,-188.68
ZCTA5 27406,68993,40200,1018,27406,1005.0,-13.0
ZCTA5 27407,76702,41449,1044,27407,1036.22,-7.78
ZCTA5 27408,113135,41289,1092,27408,1032.22,-59.78
ZCTA5 27409,69698,50287,1091,27409,1257.18,166.17
ZCTA5 27410,100044,46353,1226,27410,1158.82,-67.17
ZCTA5 27455,111445,53446,1196,27455,1336.15,140.15
ZCTA5 27501,81143,41554,925,27501,1038.85,113.85
ZCTA5 27502,147168,71144,1707,27502,1778.6,71.6
ZCTA5 27504,71742,38325,914,27504,958.12,44.12
ZCTA5 27505,75263,51938,948,27505,1298.45,350.45
ZCTA5 27508,42474,61250,717,27508,1531.25,814.25
ZCTA5 27509,83750,48531,1064,27509,1213.27,149.27
ZCTA5 27510,115388,47465,1310,27510,1186.62,-123.38
ZCTA5 27511,123119,60909,1360,27511,1522.72,162.72
ZCTA5 27513,146738,72423,1430,27513,1810.58,380.58
ZCTA5 27514,197153,46317,1411,27514,1157.92,-253.08
ZCTA5 27516,132466,33724,1425,27516,843.1,-581.9
ZCTA5 27517,157544,61563,1415,27517,1539.08,124.08
ZCTA5 27518,162770,70706,1471,27518,1767.65,296.65
ZCTA5 27519,176653,101074,1762,27519,2526.85,764.85
ZCTA5 27520,93787,59263,1258,27520,1481.57,223.57
ZCTA5 27521,62004,38125,979,27521,953.12,-25.88
ZCTA5 27522,80236,51176,1113,27522,1279.4,166.4
ZCTA5 27523,153646,82417,1612,27523,2060.42,448.42
ZCTA5 27524,80049,51444,978,27524,1286.1,308.1
ZCTA5 27525,74922,34078,935,27525,851.95,-83.05
ZCTA5 27526,104505,54205,1489,27526,1355.12,-133.88
ZCTA5 27527,109292,59281,1442,27527,1482.02,40.02
ZCTA5 27529,100909,55104,1265,27529,1377.6,112.6
ZCTA5 27530,65582,32902,791,27530,822.55,31.55
ZCTA5 27534,74978,42525,1079,27534,1063.12,-15.88
ZCTA5 27536,61506,29694,797,27536,742.35,-54.65
ZCTA5 27537,61338,35939,898,27537,898.47,0.47
ZCTA5 27539,150308,73381,1561,27539,1834.52,273.52
ZCTA5 27540,134967,73926,1645,27540,1848.15,203.15
ZCTA5 27542,74731,28768,772,27542,719.2,-52.8
ZCTA5 27544,77371,57658,861,27544,1441.45,580.45
ZCTA5 27545,98806,59478,1415,27545,1486.95,71.95
ZCTA5 27546,72702,29980,1009,27546,749.5,-259.5
ZCTA5 27549,73682,44307,959,27549,1107.68,148.67
ZCTA5 27551,83125,52750,1069,27551,1318.75,249.75
ZCTA5 27553,-666666666,18850,770,27553,471.25,-298.75
ZCTA5 27555,-666666666,29531,983,27555,738.28,-244.73
ZCTA5 27557,74394,51181,802,27557,1279.52,477.52
ZCTA5 27559,52143,57439,1006,27559,1435.98,429.97
ZCTA5 27560,145954,94555,1639,27560,2363.88,724.88
ZCTA5 27563,50694,23323,683,27563,583.07,-99.93
ZCTA5 27565,69733,34750,875,27565,868.75,-6.25
ZCTA5 27568,80417,32083,791,27568,802.08,11.08
ZCTA5 27569,93041,31522,841,27569,788.05,-52.95
ZCTA5 27572,97019,63295,739,27572,1582.37,843.37
ZCTA5 27573,67835,28581,768,27573,714.52,-53.48
ZCTA5 27574,68531,32500,854,27574,812.5,-41.5
ZCTA5 27576,68078,33649,869,27576,841.22,-27.77
ZCTA5 27577,75341,23125,791,27577,578.12,-212.88
ZCTA5 27581,75234,34137,937,27581,853.42,-83.58
ZCTA5 27583,79300,19406,692,27583,485.15,-206.85
ZCTA5 27587,134225,53859,1348,27587,1346.48,-1.53
ZCTA5 27589,42837,24430,750,27589,610.75,-139.25
ZCTA5 27591,94464,43490,1076,27591,1087.25,11.25
ZCTA5 27592,97546,36938,924,27592,923.45,-0.55
